ID,adj_word_cloud_dd,adj_word_cloud_ndtv,adj_word_cloud_tn
64,"{'supreme': 3, 'secret': 2, 'national': 5, 'mislead': 1, 'selective': 2, 'unauthorised': 1, 'rafale': 3, 'guilty': 2, 'sensitive': 5, 'centre': 2, 'central': 4, 'prashant': 1, 'photocopy': 1, 'miscellaneous': 3, 'unauthorized': 1, 'friendly': 1, 'utmost': 1, 'future': 1, 'subject': 1, 'february': 1, 'various': 1, 'concerned': 1, 'matter': 1, 'present': 1, 'petitioner': 1, 'exempt': 1, 'right': 1, 'imperative': 1}","{'general': 2, 'massive': 1, 'political': 1, 'rafale': 6, 'document': 1, 'equal': 1, 'hindu': 1, 'classified': 4, 'supreme': 1, 'national': 2, 'secret': 8, 'clean': 1, 'dismissed': 1, 'centre': 1, 'public': 2, 'give': 1, 'last': 1, 'photocopied': 1, 'condemned': 1, 'reprehensible': 1, 'confidential': 2, 'overpriced': 1, 'singh': 1, 'contend': 1, 'nonexistent': 1, 'uphold': 1, 'parallel': 2, 'prime': 1, 'negotiating': 1, 'expensive': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'representational': 1, 'new': 1, 'supreme': 3, 'rafale': 3, 'permission': 1, 'photocopy': 1, 'sensitive': 2, 'friendly': 1, 'prashant': 1, 'national': 2, 'public': 1, 'certain': 1, 'political': 1, 'general': 2, 'venugopal': 2, 'secret': 1, 'clean': 1, 'chit': 1, 'special': 1, 'verdict': 1, 'judgement': 1}"
65,"{'le': 1, 'first': 2, 'prime': 3, 'large': 5, 'eminent': 1, 'voter': 2, 'general': 1, 'give': 1, 'registered': 1, 'respective': 2, 'electoral': 3, 'website': 1, 'relevant': 1, 'new': 1, 'poll': 1, 'need': 1, 'mean': 1, 'lok': 3, 'different': 1, 'participate': 1, 'congress': 1, 'chief': 1, 'singh': 1, 'prominent': 1, 'mamataofficial': 1, 'yadavakhilesh': 1, 'high': 3, 'democratic': 1, 'fabric': 1, 'dhawan': 1, 'positive': 2, 'many': 2, 'khan': 1, 'maximum': 1, 'youth': 1, 'dear': 1, 'pvsindhu1': 1, 'badminton': 1, 'sabha': 1}","{'sabarimala': 10, 'political': 9, 'poll': 3, 'frenzied': 1, 'ldf': 1, 'implement': 1, 'supreme': 2, 'chief': 3, 'electoral': 3, 'religious': 6, 'name': 1, 'temple': 2, 'clear': 2, 'responsible': 1, 'enough': 1, 'decide': 1, 'lok': 4, 'ban': 1, 'particular': 3, 'poster': 1, 'democratic': 3, 'front': 1, 'united': 2, 'mr': 3, 'disharmony': 1, 'hatred': 1, 'stand': 1, 'babri': 1, 'triple': 1, 'talaq': 1, 'lakshman': 1, 'bjp': 2, 'want': 1, 'give': 1, 'modi': 1, 'udf': 3, 'various': 1, 'directive': 2, 'grave': 1, 'tuesday': 1, 'solicit': 1, 'general': 1, 'monday': 1, 'bjps': 1, 'central': 1, 'governor': 1, 'lead': 1, 'sabha': 1, 'continue': 1, 'counting': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1}","{'seek': 1, 'chief': 2, 'electoral': 2, 'wednesday': 2, 'political': 2, 'bjps': 1, 'clear': 1, 'religious': 1, 'meena': 1, 'senior': 1, 'babri': 1, 'gandhijis': 1, 'sabarimala': 1, 'supreme': 1}"
66,"{'bahujan': 1, 'upcoming': 1, 'sabha': 1, 'pradesh': 1, 'mutual': 1, 'late': 1, 'uttar': 1}","{'राष्ट्रवादी': 1, 'sabha': 1, 'ncp': 1, 'supriya': 1, 'mumbai': 1, 'north': 1, 'east': 1}","{'rahul': 1, 'dmk': 1, 'chief': 2, 'gandhi': 2, 'grand': 1, 'upa': 3, 'lok': 1, 'sabha': 1, 'prime': 6, 'safe': 1, 'ministerial': 2, 'last': 1, 'lukewarm': 1, 'several': 1, 'come': 1, 'poor': 1, 'confident': 1, 'narendra': 1, 'claiming': 1, 'nda': 1, 'fancy': 1, 'wear': 1, 'modis': 1, 'black': 1, 'corruptionfree': 1, 'rafale': 1}"
67,"{'safe': 2, 'prime': 5, 'wondered': 1, 'general': 1, 'national': 1, 'terrorist': 6, 'jehadi': 1, 'nda': 1, 'uri': 1, 'conducted': 1, 'surgical': 4, 'precisionour': 1, 'huge': 2, 'february': 1, 'severe': 1, 'material': 1, 'many': 1, 'congress': 3, 'balakot': 2, 'rubbish': 1, 'dubious': 1, 'bjps': 1, 'domestic': 1, 'rahul': 3, 'pakistan': 1}","{'come': 2, 'prime': 5, 'monday': 1, 'brief': 1, 'fourandahalfhour': 1, 'pakistani': 3, 'thursday': 1, 'special': 1, 'crown': 2, 'narendramodi': 1, 'pulwama': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'new': 2, 'safe': 2, 'prime': 15, 'congress': 3, 'wondered': 1, 'general': 4, 'pakistan': 2, 'surgical': 1, 'dubious': 1, 'grand': 2, 'old': 1, 'balakot': 1, 'bjps': 1, 'domestic': 1, 'rahul': 1, 'national': 2, 'upa': 1, 'legacy': 1, 'conventional': 1, 'soften': 1, 'uri': 1, 'mainstream': 1, 'political': 2, 'double': 1, 'detriment': 1, 'bjpled': 2, 'strong': 1, 'encouraging': 1, 'valley': 1, 'proactive': 2, 'regard': 1, 'ultraleft': 1, 'serious': 1, 'fight': 1, 'played': 1, 'lesson': 1, 'big': 1, 'nda': 2, 'second': 1, 'expected': 1, 'several': 1, 'lok': 1, 'sabha': 1, 'united': 1, 'progressive': 1}"
68,"{'sunday': 1, 'crucial': 1, 'deliberationstuesday': 1, 'day2': 1, 'patra': 1, 'senior': 1, 'mahesh': 1, 'satosh': 1, 'gangwar': 1, 'naqvi': 1, 'lok': 2, 'trinamool': 1, 'cpms': 1, 'bjp': 3, 'pushed': 1, 'sabha': 3, 'tickets41': 1, 'favour': 1, 'bad': 1, 'tuesday': 1, 'vanchit': 2, 'bahujan': 2, 'small': 1, 'congressncp': 2, 'candidate': 1, 'sufficient': 1, 'uttar': 1, 'kejriwal': 1, 'congress': 2, 'dependent': 1, 'south': 1, 'chief': 3, 'sop': 1, 'north': 1, 'east': 1, 'mda': 1, 'joint': 1, 'naveen': 1, 'political': 3, 'simultaneous': 1, 'final': 1, 'first': 1, 'next': 1}","{'lok': 1, 'gandhinagar': 1, 'congress': 3, 'final': 1, 'eastern': 1, 'uttar': 1, 'pradesh': 1, 'gujarat': 1, 'gandhi': 2, 'sharp': 1, 'young': 1, 'entrepreneurial': 1, 'rafale': 1, 'national': 1, 'sunday': 1, 'prime': 2, 'high': 1, 'quota': 2, 'bjp': 1, 'live': 1, 'update': 1}","{'general': 6, 'sabha': 1, 'hike': 1, 'political': 2, 'tuesday': 1, 'several': 1, 'trinamool': 2, 'bjp': 5, 'west': 1, 'january': 1, 'congresscpm': 1, 'senior': 1, 'tmc': 1, 'lok': 1, 'big': 1, 'last': 1, 'pradesh': 1, 'due': 1}"
69,"{'strict': 1, 'max': 3, 'serious': 1, 'second': 1, 'le': 1, 'civil': 1}","{'eu': 4, 'tuesday': 1, 'european': 1, 'fatal': 2, 'suspend': 1, 'exact': 1, 'sunday': 1, 'ethiopian': 1, 'early': 1, 'similar': 1, 'necessary': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'died': 1, 'nairobibound': 1, 'ethiopian': 1, 'local': 1, 'tuesday': 1, 'un': 2, 'married': 1, 'le': 1, 'fly': 1, 'lastminute': 1, 'soumya': 1, 'new': 2, 'boarded': 1, 'nairobi': 2, 'urgent': 1, 'monday': 1, 'unable': 1, 'speak': 1, 'crash': 1, 'paris': 1, 'max': 3, 'immediate': 1, 'fleet': 1, 'recent': 1, 'due': 1, 'financial': 1, 'operational': 1}"
70,"{'delhi': 1, 'enforcement': 1, 'christian': 6, 'chopper': 1, 'ed': 2, 'tihar': 1, 'last': 1, 'proper': 1}","{'christian': 2, 'uae': 2, 'last': 2, 'ed': 3, 'monday': 1, 'enforcement': 1, 'parisbased': 1, 'vvip': 1, 'provisional': 4, 'm': 1, 'solaime': 2, 'valerie': 4, 'various': 1, 'euro': 1, 'equivalent': 1, 'immovable': 1, 'judicial': 1, 'exwife': 2, 'national': 1, '—': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'christian': 3, 'uae': 2, 'last': 2, 'ed': 3, 'judicial': 2, 'new': 1, 'monday': 1, 'parisbased': 1, 'vvip': 1, 'provisional': 2, 'm': 1, 'solaime': 2, 'valerie': 4, 'enforcement': 1, 'various': 1, 'euro': 1, 'equivalent': 1, 'immovable': 1, 'exwife': 2, 'national': 1}"
71,"{'ia': 1, 'close': 1, 'mayawati': 1, 'january': 1, 'elephant': 1, 'pradesh': 1, 'enforcement': 1}","{'chief': 4, 'unearth': 1, 'evening': 1, 'retired': 1, 'ia': 1, 'close': 1, 'netram': 1, 'pradesh': 2, 'key': 1, 'principal': 1, 'civil': 1, 'general': 1, 'january': 1, 'giant': 1, 'enforcement': 1, 'national': 1, 'illegal': 1, 'political': 2, 'rival': 1, 'punish': 1, 'petty': 1, 'new': 1, 'bjp': 2, 'lok': 2, 'mayawati': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1}","{'delhilucknow': 1, 'raid': 1, 'bsp': 2, 'chief': 1, 'ia': 2, 'netram': 1, 'close': 1, 'mayawati': 1, 'uttar': 3, 'key': 1, 'january': 1, 'massive': 1, 'pradesh': 1, 'lucknow': 1, 'central': 1, 'illegal': 1, 'lok': 3, 'dal': 1, 'sabha': 1, 'political': 2, 'petty': 1, 'new': 1, 'bjp': 2}"
72,"{'prime': 8, 'bapu': 2, 'iconic': 5, 'sardar': 2, 'key': 1, 'last': 1, 'british': 2, 'gandhi': 5, 'plight': 1, 'impact': 1, 'modi': 1, 'gandhian': 1, 'detachment': 1, 'excess': 1, 'congress': 4, 'luxurious': 1, 'lifestyle': 1, 'basic': 1, 'poor': 1, 'dynastic': 1, '’': 1, 'pm': 1, 'give': 1, 'weak': 1, 'strong': 1}","{'lok': 2, 'first': 2, 'daily': 1, 'bjp': 2, 'different': 1, 'finalizes': 1, 'national': 2, 'prime': 3, 'maneka': 1, 'gandhi': 4, 'next': 1, 'varun': 3, 'strong': 1, 'small': 1, 'uttar': 1, 'public': 1, 'safe': 1, 'ready': 1, 'karnal': 1, 'kurukshetra': 1, 'sultanpur': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1}","{'new': 5, 'delhi': 2, 'historic': 1, 'mahatma': 2, 'prime': 1, 'blog': 1, 'handful': 2, 'narendra': 2, 'british': 2, 'key': 2, 'congress': 11, 'gandhian': 2, 'pm': 2, 'bapu': 1, 'iconic': 1, 'unfair': 1, 'colonial': 1, 'strong': 2, 'dandi': 1, 'great': 3, 'sardar': 3, 'last': 2, 'launch': 1, 'gandhi': 5, 'exact': 1, 'urge': 1, 'u': 3, 'proud': 1, '“': 4, 'many': 2, 'safeguard': 1, 'misgovernment': 1, 'flourish': 1, 'punish': 1, 'corrupt': 1, 'synonym': 1, 'scam': 1, 'rural': 1, 'detachment': 1, 'excess': 1, 'luxurious': 1, 'lifestyle': 1, 'basic': 1, 'poor': 1, 'eminent': 2, 'corruption': 1, 'true': 1, 'dynastic': 2, '’': 1, 'give': 1, 'weak': 1, 'democratic': 2, 'several': 1, 'eager': 1, 'political': 1, '”': 1, 'busy': 1, 'communal': 1, 'whole': 1, 'decent': 1}"
72,"{'prime': 8, 'bapu': 2, 'iconic': 5, 'sardar': 2, 'key': 1, 'last': 1, 'british': 2, 'gandhi': 5, 'plight': 1, 'impact': 1, 'modi': 1, 'gandhian': 1, 'detachment': 1, 'excess': 1, 'congress': 4, 'luxurious': 1, 'lifestyle': 1, 'basic': 1, 'poor': 1, 'dynastic': 1, '’': 1, 'pm': 1, 'give': 1, 'weak': 1, 'strong': 1}","{'lok': 2, 'first': 2, 'daily': 1, 'bjp': 2, 'different': 1, 'finalizes': 1, 'national': 2, 'prime': 3, 'maneka': 1, 'gandhi': 4, 'next': 1, 'varun': 3, 'strong': 1, 'small': 1, 'uttar': 1, 'public': 1, 'safe': 1, 'ready': 1, 'karnal': 1, 'kurukshetra': 1, 'sultanpur': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1}","{'new': 5, 'delhi': 2, 'historic': 1, 'mahatma': 2, 'prime': 1, 'blog': 1, 'handful': 2, 'narendra': 2, 'british': 2, 'key': 2, 'congress': 11, 'gandhian': 2, 'pm': 2, 'bapu': 1, 'iconic': 1, 'unfair': 1, 'colonial': 1, 'strong': 2, 'dandi': 1, 'great': 3, 'sardar': 3, 'last': 2, 'launch': 1, 'gandhi': 5, 'exact': 1, 'urge': 1, 'u': 3, 'proud': 1, '“': 4, 'many': 2, 'safeguard': 1, 'misgovernment': 1, 'flourish': 1, 'punish': 1, 'corrupt': 1, 'synonym': 1, 'scam': 1, 'rural': 1, 'detachment': 1, 'excess': 1, 'luxurious': 1, 'lifestyle': 1, 'basic': 1, 'poor': 1, 'eminent': 2, 'corruption': 1, 'true': 1, 'dynastic': 2, '’': 1, 'give': 1, 'weak': 1, 'democratic': 2, 'several': 1, 'eager': 1, 'political': 1, '”': 1, 'busy': 1, 'communal': 1, 'whole': 1, 'decent': 1}"
74,"{'max': 2, 'dgca': 1, 'directorate': 1, 'general': 1, 'civil': 1, 'monitor': 1, 'operational': 1, 'various': 1}","{'eu': 4, 'tuesday': 1, 'european': 1, 'fatal': 2, 'suspend': 1, 'exact': 1, 'sunday': 1, 'ethiopian': 1, 'early': 1, 'similar': 1, 'necessary': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'died': 1, 'nairobibound': 1, 'ethiopian': 1, 'local': 1, 'tuesday': 1, 'un': 2, 'married': 1, 'le': 1, 'fly': 1, 'lastminute': 1, 'soumya': 1, 'new': 2, 'boarded': 1, 'nairobi': 2, 'urgent': 1, 'monday': 1, 'unable': 1, 'speak': 1, 'crash': 1, 'paris': 1, 'max': 3, 'immediate': 1, 'fleet': 1, 'recent': 1, 'due': 1, 'financial': 1, 'operational': 1}"
75,"{'prime': 9, 'monday': 2, 'separate': 1, 'telephonic': 2, 'turkish': 3, 'erdogan': 1, 'bin': 3, 'junior': 1, 'demonstrable': 1, 'irreversible': 1, 'concerned': 1, 'global': 1, 'recent': 1, 'speedy': 1, 'crown': 2, 'happiness': 1, 'bilateral': 2, 'strategic': 2, 'saudi': 1, 'full': 1, 'side': 1, 'verifiable': 1, 'credible': 1, 'external': 3, 'entire': 1, 'gamut': 1, 'immediate': 1, 'dismantle': 1, 'essential': 1}","{'crown': 2, 'bin': 3, 'nahyan': 2, 'dhabi': 2, 'bilateral': 2, 'pm': 1, 'comprehensive': 1, 'strategic': 1, 'prime': 1, 'telephonic': 1, 'oic': 2, 'hope': 1, 'historical': 1, 'common': 1, 'objective': 1, 'major': 1, 'diplomatic': 1, 'first': 1, 'great': 1, 'peril': 1, 'strong': 1, 'external': 1, 'uae': 1, 'pakistan': 1, 'plenary': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'prime': 4, 'new': 1, 'monday': 1, 'crown': 2, 'bin': 1, 'supreme': 1, 'bilateral': 4, 'comprehensive': 1, 'strategic': 1, 'hope': 1, 'historical': 1, 'common': 1, 'objective': 1}"
76,"{'max': 3, 'ethiopian': 6, 'external': 1, 'extra': 1, 'monday': 1, 'ethiopia': 1, 'black': 2, 'caused': 1, 'clear': 1, 'sunday': 1, 'ground': 1, 'domestic': 2, 'commercial': 1, 'deadly': 1, 'civil': 5, 'pm': 1, 'local': 1, 'relevant': 1, 'general': 3, 'full': 1, 'directorate': 1}","{'ethiopian': 22, 'minute': 2, 'new': 3, 'max': 1, 'pilot': 1, 'unmistakable': 1, 'preliminary': 1, 'significant': 2, 'sunday': 2, 'u': 3, 'federal': 5, 'popular': 1, 'enormous': 1, 'little': 2, 'direct': 1, 'tie': 1, 'critical': 1, 'cautious': 1, 'jon': 1, 'local': 1, 'unspecified': 1, 'return': 1, 'chief': 1, 'executive': 1, 'unusual': 3, 'terrain': 1, 'plane': 1, 'flightradar24com': 1, 'vertical': 1, 'unstable': 1, 'john': 2, 'descent': 1, 'early': 1, 'push': 2, 'nose': 2, 'first': 2, 'low': 1, 'characteristic': 1, 'national': 2, 'hundred': 1, 'flightradar24': 3, 'unlikely': 1, 'mcas': 3, 'hold': 1, 'true': 1, 'comparison': 1, 'range': 1, 'flightradar24s': 1, 'last': 2, 'final': 1, 'high': 1, 'small': 1, 'cockpit': 1, 'monday': 1, 'find': 1, 'handle': 1, 'dive': 2, 'debris': 1, 'multiple': 1, 'possible': 1, 'fix': 1, 'prior': 1, 'mechanical': 2, 'similar': 1, 'least': 1, 'level': 1, 'many': 1, 'unrelated': 4, 'bulletin': 1, 'disable': 1, 'potential': 1, 'monitor': 1, 'singleaisle': 1, 'global': 1, 'close': 1, 'emailed': 1, 'confident': 1, 'update': 3, 'live': 1, 'parliamentary': 1, 'lok': 1}","{'new': 1, 'max': 1, 'ethiopian': 3, 'sunday': 1, 'dead': 1, 'shikha': 1, 'united': 3, 'external': 5, 'seek': 1, 'garg': 1, 'tried': 1, 'un': 1, 'swaraj': 1, 'many': 2, 'undp': 1, 'nairobi': 1, 'unep': 1, 'pannagesh': 1, 'tulu': 1, 'fara': 1, 'outside': 1}"
77,"{'main': 1, 'encounter': 1, 'last': 2, 'jaishemohammad': 1, 'terrorist': 5, 'jaish': 1, 'mastermind': 1, 'february': 2, 'jaishemohammed': 1, 'khan': 3, 'pinglish': 3, 'cordon': 1, 'specific': 1, 'militant': 1, 'pakistani': 1, 'neutralized': 1, 'personal': 1, 'police': 1, 'strict': 1, 'recruitment': 1, 'past': 1, 'national': 5, 'frustrated': 1, 'loc': 1, 'civilian': 1, 'general': 1, 'strong': 1, 'military': 1}","{'representational': 1, 'encounter': 2, 'sunday': 1, 'cordon': 1, 'pinglish': 1, 'tral': 2, 'specific': 1, 'terrorist': 1, 'kashmir': 1, 'fire': 2, 'gunfight': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'mohammad': 3, 'tral': 3, 'srinagar': 1, 'key': 4, 'jem': 2, 'improvised': 1, 'explosive': 3, 'terrorist': 2, 'till': 1, 'lt': 1, 'criminal': 1, 'pinglish': 1, 'february': 2, 'electrician': 1, 'dar': 1, 'jammusrinagar': 1, 'sunjawan': 1}"
78,"{'gokhale': 1, 'u': 1, 'united': 1, 'responsible': 1, 'meaningful': 1, 'pakistan': 1, 'complementary': 1, 'usindia': 2, 'economic': 1, 'joint': 1, 'bilateral': 1, 'reciprocal': 1}","{'u': 9, 'senior': 2, 'major': 2, 'sunday': 1, 'bilateral': 2, 'strategic': 2, 'gokhale': 2, 'political': 1, 'david': 1, 'february': 2, 'pulwama': 1, 'terrorist': 2, 'mr': 2, 'significant': 1, 'balakot': 1, 'deep': 1, 'pakistan': 1, 'military': 1, 'soldier': 1, 'biweekly': 1, 'last': 2, 'essential': 2, 'diplomatic': 1, 'pompeo': 1, 'vijay': 1, 'regular': 1, 'respective': 1, 'common': 1, 'external': 1, 'global': 1, 'united': 1, 'uk': 1, 'fresh': 1, 'un': 1, 'undesignated': 1, 'likely': 1, 'congress': 1, 'live': 1, 'update': 2, 'parliamentary': 1, 'lok': 1}","{'pak': 1, 'gokhale': 5, 'u': 5, 'likely': 2, 'discus': 1, 'bilateral': 4, 'regional': 1, 'global': 1, 'common': 3, 'sunday': 1, 'strategic': 1, 'political': 1, 'david': 1, 'february': 2, 'pulwama': 2, 'terrorist': 1, 'pompeo': 2, 'deep': 1, 'pakistan': 1, 'subsequent': 1, 'suicide': 1, 'jaishemohammed': 1, 'central': 1, 'regular': 2, 'major': 2, 'respective': 2, 'next': 1, 'downed': 1, 'mig21': 1, 'friday': 1, 'biweekly': 1, 'last': 2, 'essential': 2, 'diplomatic': 1, 'local': 1, 'pm': 1, 'vijay': 1, 'unusual': 1, 'senior': 1}"
79,"{'nath': 1, 'rashtrapati': 1, 'honour': 2, 'special': 2, 'padma': 3, 'multinational': 1, 'john': 1, 'shankar': 1, 'dal': 1, 'dhindsa': 1, 'prominent': 1, 'late': 1, 'bhushan': 1, 'eve': 1, 'republic': 1, 'nri': 1}","{'nath': 2, 'special': 2, 'prestigious': 1, 'late': 2, 'dal': 1, 'renowned': 1, 'nayar': 1, 'posthumous': 2, 'padma': 3, 'balwant': 1, 'bihar': 1, 'narayan': 1, 'multinational': 1, 'john': 1, 'honoured': 1, 'prime': 1, 'dignitary': 1, 'eve': 1, 'republic': 1, 'march': 1, 'selfless': 1, 'sunday': 1, 'large': 2, 'erstwhile': 1, 'technological': 1, 'emphasis': 1, 'unsung': 1, 'eclectic': 1, 'diverse': 1, 'new': 1, 'true': 1, 'get': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'speaks': 1, 'roadmap': 1, 'wayanad': 1, 'second': 1, 'pulwama': 1, 'nyay': 1, 'bhais': 1, 'rahul': 1, 'national': 1, 'terrorist': 1, 'holy': 1, 'give': 1, 'funfilled': 1, 'jagdish': 2, 'padma': 46, 'dr': 3, 'smita': 4, 'poor': 3, 'underprivileged': 2, 'shri': 30, 'environmental': 3, 'constant': 1, 'pradesh': 1, 'popular': 4, 'narender': 1, 'farmer': 3, 'disease': 1, 'preemptive': 1, 'routine': 1, 'social': 5, 'mahesh': 2, 'monday': 4, 'sustainable': 3, 'tribal': 3, 'percussionist': 2, 'carnatic': 2, 'rhythmic': 1, 'western': 1, 'nath': 5, 'sree': 1, 'brahmasree': 1, 'swamiji': 1, 'socioeconomic': 1, 'kisan': 1, 'various': 1, 'child': 1, 'right': 2, 'chess': 1, 'several': 3, 'girl': 1, 'gujarati': 1, 'kamal': 2, 'diversified': 1, 'varied': 1, 'classical': 1, 'spiritual': 1, 'hindi': 1, 'exponent': 1, 'jayan': 1, 'devotional': 1, 'narayan': 5, 'public': 6, 'wellknown': 1, 'parliamentarian': 1, 'electrical': 1, 'environmentalist': 1, 'cultural': 1, 'charitable': 4, 'tamil': 1, 'educational': 1, 'medical': 3, 'rashtrapati': 1, 'protect': 1, 'promote': 1, 'traditional': 1, 'vegetable': 1, 'new': 1, 'sandeep': 1, 'renal': 1, 'ilias': 1, 'different': 1, 'south': 2, 'fellow': 1, 'prasad': 1, 'lowcost': 1, 'patient': 1, 'free': 2, 'dental': 1, 'maxillofacial': 1, 'shadab': 2, 'pioneer': 1, 'ifs': 1, 'global': 1, 'mohammad': 1, 'last': 1, 'varanasi': 1, 'eastern': 1, 'guinness': 1, 'first': 1, 'radial': 1, 'conducted': 1, 'clinical': 1, 'urban': 1, 'bimal': 2, 'recognised': 1, 'dhillon': 1, 'honour': 1, 'pravin': 2, 'politician': 1, 'imdadkhani': 1, 'veteran': 1, 'political': 1, 'punjab': 1, 'many': 1, 'longtime': 1, 'civil': 1, 'posthumous': 1, 'sabha': 1, 'bhavan': 1, 'strategic': 1, 'full': 2}"
80,"{'prime': 5, 'enrich': 1, 'lok': 1, 'sabha': 1, 'wish': 1, 'proud': 1, 'political': 2, 'declaration': 1, 'record': 1, 'electoral': 1, 'ready': 1, 'cpim': 1, 'general': 1, 'secular': 1, 'democratic': 1, 'confident': 1, 'eci': 1, 'free': 2, 'fair': 1, 'safe': 1, 'smooth': 1, 'next': 1, 'poor': 1, 'polling': 1, 'peaceful': 1, 'utmost': 1, 'necessary': 1, 'u': 1, 'unity': 1, 'chief': 1, 'real': 1}","{'lok': 2, 'prime': 7, 'whirlwind': 2, 'festival': 2, 'national': 1, 'sunday': 1, 'urge': 1, 'fellow': 2, 'sabha': 3, 'historic': 2, 'first': 2, 'voter': 2, 'pm': 1, 'wish': 1, 'smooth': 1, 'proud': 2, 'several': 1, 'multiple': 1, 'congressled': 1, 'guided': 1, 'seek': 2, 'last': 4, 'basic': 2, 'unfulfilled': 2, 'long': 2, 'strong': 2, 'prosperous': 2, 'sabka': 1, 'upa': 1, 'unprecedented': 2, 'upas': 2, 'low': 2, 'wanted': 2, 'rid': 2, 'political': 1, 'different': 1, 'blessing': 2, 'impossible': 3, 'possible': 3, 'narendra': 1, 'give': 1, 'punish': 1, 'corrupt': 1, 'extensive': 1, 'smokefree': 1, 'many': 1, 'right': 1, 'futuristic': 1, 'past': 1, 'tie': 1, 'mega': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1}","{'prime': 3, 'new': 2, 'sabha': 4, 'festival': 1, 'fellow': 2, 'twitter': 2, 'eci': 1, 'several': 2, 'wish': 1, 'smooth': 1, 'proud': 1, 'pm': 3, 'different': 2, 'political': 1, 'voted': 1, 'due': 1, 'unprecedented': 2, 'upas': 2, '“': 2, 'upa': 1, 'low': 1, 'wanted': 1, 'rid': 1, 'last': 1, 'impossible': 1, 'possible': 1, 'bjp': 1, 'declaration': 1, 'welcome': 1, 'electoral': 1, 'urging': 1, '‘': 1, 'bless': 1, 'nda': 1, 'phenomenal': 1, 'various': 1, 'sphere': 1, 'upcoming': 1, 'general': 1, 'congress': 2, 'ready': 1, 'handle': 1, 'final': 1}"
81,"{'lok': 2, 'sabha': 1, 'first': 2, 'general': 2, 'next': 1, 'second': 1, 'third': 2, 'phase': 1, 'fifth': 1, 'last': 1, 'pradesh': 5, 'chief': 6, 'sunil': 1, 'new': 1, 'undergoing': 1, 'uttar': 1, 'single': 1, 'nadu': 1, 'haveli': 1, 'lakshadweep': 1, 'parliamentary': 2, 'poll': 1, 'sixth': 1, 'pollsthe': 1, 'simultaneous': 1, 'jammu': 1, 'special': 1, 'effective': 1, 'central': 1, 'requirement': 1, 'recent': 1, 'entire': 1, 'january': 1, 'extensive': 1}","{'close': 1, 'senior': 4, 'venugopal': 5, 'congress': 7, 'upcoming': 1, 'lok': 3, 'free': 1, 'new': 1, 'delhi': 1, 'sabha': 3, 'sayingit': 1, 'fair': 1, 'personal': 1, 'practical': 1, 'general': 2, 'key': 1, 'several': 1, 'last': 1, 'parliamentarian': 1, 'seat': 1, 'communist': 1, 'january': 1, 'single': 1, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1}","{'srinagar': 1, 'likely': 1, 'sabha': 2, 'national': 4, 'bring': 1, 'good': 2, 'simultaneous': 1, 'tweet': 1, 'swipe': 1, 'bjps': 1, 'last': 2, 'elected': 3, 'wait': 1, 'prolonged': 1, 'politician': 1, 'want': 1, 'prime': 2, 'modiprime': 1, 'general': 1, 'pradesh': 2, 'writing': 1}"
82,"{'nia': 2, 'separatist': 8, 'umar': 4, 'geelani': 4, 'national': 5, 'kashmiri': 2, 'thursday': 1, 'search': 1, 'several': 1, 'multiple': 1}","{'umar': 2, 'national': 4, 'thursday': 2, 'jammu': 1, 'mirwaiz': 1, 'naseem': 2, 'farooq': 1, 'nia': 1, 'search': 1, 'several': 3, 'separatist': 4, 'multiple': 1, 'general': 1, 'financial': 1, 'electronic': 1, 'laptop': 1, 'pen': 1, 'dvrs': 1, 'different': 1, 'terrorist': 1, 'educational': 1, 'hightech': 1, 'farooqs': 1, 'last': 1, 'lashkaretaiba': 3, 'mujahideen': 3, 'chief': 3, 'live': 1, 'update': 2, 'u': 2, 'parliamentary': 1, 'lok': 1}","{'umar': 5, 'national': 1, 'kashmiri': 1, 'separatist': 2, 'saturday': 1, 'delhi': 1, 'nia': 1, 'hurriyat': 2, 'first': 1, 'questioned': 1, 'central': 1, 'february': 1, 'geelani': 1, 'general': 2, 'undertake': 1, 'technical': 2, 'likely': 1, 'licensing': 1, 'various': 1, 'financial': 1, 'electronic': 1, 'laptop': 1, 'pen': 1, 'hightech': 1, 'special': 1}"
