dd_synsets,ndtv_synsets,scores
"['length', 'dream', 'time', 'phase', 'curate', 'dream', 'calendar_month', 'precedence', 'curate', 'curate', 'time', 'premier', 'connect', 'reciprocate', 'populate', 'connect', 'people', 'phase', 'year', 'dream', 'record', 'reciprocate', 'time', 'panel', 'time', 'connect', 'connect', 'dream', 'connect', 'dream', 'curate', 'connect', 'india', 'connect', 'length', 'particular', 'curate', 'record', 'connect', 'time', 'time', 'record', 'connect', 'example', 'time', 'dream', 'people', 'dream', 'dream', 'development', 'record', 'dream', 'dream']","['day', 'international', 'event', 'phase', 'berra', 'chief', 'june', 'feelings', 'curate', 'secretary', 'autopsy', 'premier', 'keep', 'host', 'attend', 'share', 'institute', 'old_age', 'year', 'national', 'sideline', 'inform', 'research', 'letter', 'celebration', 'let_go_of', 'share', 'last', 'come', 'chief', 'reporter', 'close', 'city', 'add', 'yesterday', 'particular', 'official', 'file', 'state', 'election', 'election', 'update', 'state', 'agenda', 'chirrup', 'parliamentary', 'seating', 'up-to-the-minute', 'general', 'get', 'news', 'live', 'indian']","[0.2, 0.52, 0.25, 1.0, 0.11, 0.92, 0.33, 0.14, 1.0, 0.17, 0.1, 1.0, 0.33, 0.17, 0.33, 0.14, 0.17, 0.25, 1.0, 0.5, 0.17, 0.2, 0.11, 0.14, 0.14, 0.33, 0.14, 0.99, 0.25, 0.64, 0.14, 0.33, 0.17, 0.17, 0.17, 1.0, 0.12, 0.5, 0.25, 0.14, 0.14, 0.12, 0.25, 0.14, 0.2, 0.75, 0.14, 0.26, 0.64, 0.1, 0.14, 0.77, 0.71]"
"['web_log', 'web_log', 'despair', 'party', 'topographic_point', 'action', 'web_log', 'web_log', 'topographic_point', 'society', 'rule', 'clarity', 'union', 'crystalline', 'administration', 'crystalline', 'part', 'crystalline', 'action', 'action', 'part', 'web_log', 'despair', 'crystalline', 'despair', 'web_log', 'union', 'party', 'part', 'web_log', 'web_log', 'web_log', 'action', 'leader', 'crystalline', 'despair', 'crystalline', 'web_log', 'web_log', 'system', 'part', 'despair', 'crystalline', 'leader', 'leader', 'crystalline', 'society', 'web_log', 'crystalline', 'web_log', 'web_log', 'despair', 'web_log', 'make', 'clarity', 'web_log', 'web_log', 'scene', 'web_log']","['front', 'political', 'periphery', 'party', 'position', 'resistance', 'federal', 'stable', 'post', 'formation', 'idea', 'power', 'alliance', 'reject', 'administration', 'hope', 'politics', 'confront', 'change', 'ceremony', 'mister', 'large', 'alliance', 'front', 'friendship', 'fictional', 'alliance', 'party', 'symbolism', 'politely', 'occasionally', 'ideologically', 'prediction', 'powerhouse', 'perk_up', 'optimism', 'hike', 'appropriately', 'vested', 'shook', 'index', 'despair', 'specify', 'supporter', 'opposition', 'miss', 'combination', 'alternate', 'bite', 'dominant', 'high', 'enthusiasm', 'normally', 'regenerate', 'appearance', 'frequently', 'acrimonious', 'bengal', 'many']","[0.04, 0.91, 0.12, 1.0, 0.33, 0.5, 0.85, 0.29, 0.25, 0.2, 0.33, 0.25, 0.33, 0.2, 1.0, 0.2, 0.25, 0.2, 0.2, 0.17, 0.17, 0.42, 0.17, 0.2, 0.2, 0.26, 0.33, 1.0, 0.14, 0.25, 0.2, 0.4, 0.1, 0.25, 0.14, 0.17, 0.2, 0.83, 0.91, 0.17, 0.12, 1.0, 0.25, 0.25, 0.25, 0.33, 0.2, 0.87, 0.2, 0.76, 0.98, 0.2, 0.58, 0.33, 0.25, 0.18, 0.88, 0.2, 0.81]"
"['premier', 'manner', 'coerce', 'farmer', 'volume', 'supply', 'income', 'people', 'premier', 'income', 'premier', 'farmer', 'alliance', 'manner', 'premier', 'supply', 'farmer', 'volume', 'farmer', 'administration', 'volume', 'premier', 'party', 'premier', 'forfeit', 'volume', 'premier', 'premier', 'term', 'farmer', 'premier', 'builder', 'farmer', 'premier', 'complete', 'premier', 'ammunition', 'farmer', 'volume', 'curate', 'premier', 'premier', 'forfeit', 'premier', 'volume', 'supply', 'manner', 'state', 'premier', 'interest', 'income', 'old_age', 'party', 'premier', 'manner', 'premier', 'people', 'forfeit', 'choose', 'farmer', 'premier', 'farmer', 'premier', 'complete', 'section', 'premier', 'premier', 'premier', 'people', 'party', 'section', 'premier', 'plan', 'previous']","['negligible', 'monetary_value', 'coerce', 'farmer', 'rates', 'fuel', 'stock', 'peoples', 'scheme', 'support', 'exorbitant', 'angel', 'unemployment', 'fitness', 'dissatisfy', 'consume', 'subcontinent', 'loot', 'consequence', 'businessmen', 'promotion', 'flee', 'corporation', 'public', 'slowdown', 'propaganda', 'assail', 'destroy', 'rename', 'daughter', 'profit', 'gasoline', 'inflation', 'rape', 'carry_through', 'corporate', 'bullet', 'diesel', 'version', 'leader', 'destroy', 'fair', 'production', 'compare', 'demand', 'pay', 'degree', 'state', 'exhausted', 'interest', 'resource', 'old_age', 'party', 'talk', 'monetary_value', 'increase', 'class', 'duty', 'vote', 'hand', 'direct', 'banks', 'end', 'complete', 'section', 'rise', 'get', 'alternatively', 'people', 'society', 'tax_return', 'high', 'focus', 'previous']","[0.91, 0.14, 1.0, 1.0, 0.1, 0.5, 0.14, 0.5, 0.17, 0.14, 0.65, 0.14, 0.2, 0.17, 0.25, 0.2, 0.11, 0.12, 0.12, 0.2, 0.17, 0.2, 0.17, 0.68, 0.2, 0.14, 0.33, 0.25, 0.33, 0.17, 0.25, 0.14, 0.12, 0.25, 0.5, 0.37, 0.12, 0.2, 0.11, 0.25, 0.25, 0.65, 0.33, 0.25, 0.14, 0.33, 0.33, 1.0, 0.31, 1.0, 0.17, 1.0, 1.0, 0.17, 0.14, 0.2, 0.25, 0.2, 0.5, 0.09, 0.74, 0.14, 0.33, 1.0, 1.0, 0.25, 0.33, 0.99, 1.0, 0.25, 0.2, 0.03, 0.11, 1.0]"
"['pride', 'work', 'exemplary', 'crew', 'integrity', 'work', 'integrity', 'work', 'crew', 'child', 'people', 'narrative', 'exemplary', 'mann', 'qi', 'monthly', 'exemplary', 'child', 'child', 'crew', 'people', 'exemplary', 'crew', 'exemplary', 'exemplary', 'society', 'change', 'child', 'exemplary', 'child', 'number', 'change', 'crew', 'exemplary', 'child', 'integrity', 'work', 'girl', 'exemplary', 'exemplary', 'get', 'people', 'narrative', 'child', 'crew', 'expense', 'child', 'crew', 'people', 'exemplary', 'work', 'exemplary', 'crew', 'cognition', 'crew', 'exemplary', 'crew', 'people', 'determination', 'narrative', 'child', 'premier']","['fit', 'game', 'play', 'traditional', 'challenge', 'sport', 'fitness', 'adventure', 'team', 'saddle_horse', 'childhood', 'video', 'forget', 'mann', 'qi', 'monthly', 'state', 'radio', 'india', 'school', 'tot', 'labor', 'gainful', 'foster', 'fade', 'congregation', 'complement', 'building', 'overwhelm', 'vicinity', 'crescendo', 'clean', 'besides', 'teach', 'seller', 'busyness', 'fun', 'woman', 'sketch', 'spend', 'source', 'garbage', 'praise', 'earth', 'fraternity', 'net_income', 'tea', 'mental', 'semen', 'order', 'sport', 'climb', 'physical', 'movie', 'bantam', 'participate', 'compulsory', 'coevals', 'determination', 'broadcast', 'cricket', 'premier']","[0.17, 0.33, 0.25, 0.32, 0.25, 0.25, 0.17, 0.33, 0.33, 0.07, 0.12, 0.2, 0.33, 1.0, 1.0, 1.0, 0.25, 0.08, 0.08, 0.17, 0.14, 0.25, 0.64, 0.2, 0.14, 0.33, 0.2, 0.11, 0.2, 0.09, 0.14, 0.5, 0.68, 0.14, 0.14, 0.25, 0.25, 0.5, 0.08, 0.33, 0.33, 0.11, 0.25, 0.09, 0.17, 0.09, 0.1, 0.63, 0.11, 0.14, 0.25, 0.2, 0.82, 0.17, 0.87, 0.25, 0.8, 0.5, 1.0, 0.2, 0.1, 1.0]"
"['old_age', 'completion', 'old_age', 'completion', 'people', 'spirit', 'autopsy', 'autopsy', 'poverty', 'countryman', 'autopsy', 'people', 'spirit', 'completion', 'people', 'gather', 'spirit', 'autopsy', 'autopsy', 'autopsy', 'people', 'gather', 'people', 'gather', 'telephone', 'autopsy', 'completion', 'autopsy', 'gather', 'autopsy', 'autopsy', 'address', 'people', 'jail', 'state', 'people', 'autopsy', 'people', 'gather', 'spirit', 'people', 'gather', 'gather', 'people', 'autopsy', 'spirit', 'improvement', 'gather', 'autopsy', 'gather', 'countryman', 'telephone', 'gather']","['old_age', 'accomplishment', 'mass', 'development', 'government', 'trajectory', 'autopsy', 'vibrant', 'feeling', 'citizen', 'clean', 'crore', 'india', 'motion', 'series', 'involve', 'growth', 'always', 'great', 'undertaking', 'line', 'become', 'party', 'take', 'jeep', 'blitz', 'punch', 'futuristic', 'compare', 'dramatic', 'peripheral', 'project', 'purpose', 'office', 'state', 'foundation', 'last', 'tag', 'execute', 'centre', 'pitch', 'complete', 'master', 'extension', 'captive', 'high', 'improvement', 'believe', 'smart', 'put', 'fly', 'garrison', 'establish']","[1.0, 0.17, 0.2, 0.14, 0.17, 0.1, 1.0, 0.69, 0.2, 0.25, 0.85, 0.11, 0.08, 0.2, 0.2, 0.25, 0.14, 0.64, 0.63, 0.2, 0.2, 0.2, 0.2, 0.25, 0.1, 0.12, 0.12, 0.74, 0.25, 0.84, 0.89, 0.33, 0.12, 0.14, 1.0, 0.2, 0.36, 0.11, 0.25, 0.1, 0.14, 0.2, 0.25, 0.12, 0.07, 0.11, 1.0, 0.17, 0.47, 0.25, 0.09, 0.11, 0.25]"
"['work', 'people', 'people', 'accomplishment', 'high', 'premier', 'government', 'old_age', 'high', 'people', 'continue', 'old_age', 'people', 'continue', 'dedication', 'crore', 'people', 'citizen', 'premier', 'people', 'government', 'accomplishment', 'premier', 'high', 'work', 'citizen', 'dedication', 'delhi', 'people', 'continue', 'development', 'crore', 'premier', 'dedication', 'people', 'continue', 'citizen', 'high', 'mass', 'dedication', 'people', 'premier', 'old_age', 'accomplishment', 'state', 'mass', 'old_age', 'people', 'people', 'imperativeness', 'premier', 'people', 'people', 'besides', 'tweet', 'people', 'mass', 'people', 'people', 'old_age', 'tweet', 'work', 'premier', 'continue', 'premier', 'premier', 'premier', 'government']","['survey', 'rate', 'people', 'performance', 'beginning', 'enable', 'government', 'cardinal', 'flagship', 'constituency', 'ask', 'fourth', 'list', 'mass', 'humility', 'count', 'consideration', 'official', 'cover', 'comforts', 'government', 'dispensation', 'assume', 'gauge', 'work', 'participant', 'handiness', 'state', 'choice', 'participate', 'demonetization', 'million', 'give', 'opportunity', 'administration', 'host', 'tell', 'platform', 'voice', 'significance', 'program', 'feel', 'frequently', 'question', 'note', 'connectivity', 'whole', 'position', 'culture', 'condition', 'scheme', 'footing', 'think', 'besides', 'juncture', 'peoples', 'infrastructure', 'details', 'poll', 'less', 'change', 'autopsy', 'transport', 'try', 'seek', 'know', 'work', 'party']","[0.25, 0.17, 1.0, 0.14, 0.25, 0.25, 1.0, 0.01, 0.11, 0.2, 0.2, 0.15, 0.12, 0.17, 0.17, 0.2, 0.11, 0.17, 0.33, 0.11, 1.0, 0.11, 0.17, 0.08, 1.0, 0.17, 0.17, 0.2, 0.11, 0.33, 0.2, 0.33, 0.33, 0.12, 0.2, 0.17, 0.17, 0.1, 0.17, 0.14, 0.12, 0.33, 0.96, 0.14, 0.5, 0.25, 0.34, 0.12, 0.2, 0.2, 0.17, 0.17, 0.09, 1.0, 0.2, 0.5, 0.17, 0.14, 0.09, 0.2, 0.2, 0.25, 0.25, 0.33, 0.25, 0.33, 0.33, 0.25]"
"['economy', 'employment', 'stakeholder', 'employment', 'old_age', 'tax', 'stakeholder', 'index', 'investing', 'promote', 'employment', 'stakeholder', 'investing', 'stakeholder', 'pace', 'business', 'business', 'give', 'foreign', 'trader', 'business', 'business', 'index', 'employment', 'direct', 'registration', 'business', 'trajectory', 'state', 'ease', 'easy', 'business', 'things', 'stakeholder', 'easy', 'better', 'fasten', 'ease', 'ease', 'stakeholder', 'ease', 'easy', 'employment', 'easy', 'easy', 'old_age', 'easy', 'easy', 'business', 'easy', 'trajectory', 'things', 'easy', 'easy', 'easy']","['economy', 'monetary_value', 'oil', 'deficit', 'old_age', 'rates', 'bank', 'budget', 'output', 'help', 'interest', 'india', 'trade', 'petroleum', 'pace', 'fiscal', 'largely', 'give', 'foreign', 'investor', 'initial', 'government', 'cash', 'monetary_value', 'direct', 'boost', 'cardinal', 'growth', 'state', 'zoom', 'yawn', 'wide', 'treasury', 'spoilsport', 'skew', 'saturate', 'saddle', 'poise', 'pass', 'moody', 'glide', 'erode', 'deficit', 'boom', 'accelerate', 'year', 'widen', 'miss', 'militant', 'do', 'pressure', 'funds', 'dump', 'calculate', 'recommend']","[1.0, 0.14, 0.09, 0.12, 1.0, 0.5, 0.11, 0.14, 0.17, 0.33, 0.14, 0.08, 0.2, 0.1, 1.0, 0.55, 0.43, 1.0, 1.0, 0.2, 0.09, 0.2, 0.17, 0.14, 1.0, 0.12, 0.83, 0.12, 1.0, 0.25, 0.25, 0.24, 0.17, 0.2, 0.2, 0.33, 0.33, 0.2, 0.25, 0.14, 0.33, 0.2, 0.12, 0.2, 0.14, 0.25, 0.17, 0.33, 0.31, 0.2, 0.25, 0.2, 0.2, 0.2, 0.14]"
"['old_age', 'fetch', 'manner', 'fetch', 'work_force', 'land', 'work', 'honey', 'wonder', 'woman', 'honey', 'thousand', 'area', 'fetch', 'population', 'reliant', 'land', 'honey', 'honey', 'work', 'population', 'become', 'work_force', 'reliant', 'local', 'work', 'fetch', 'honey', 'reliant', 'honey', 'honey', 'reliant', 'production', 'merchandise', 'reliant', 'things', 'honey', 'population', 'reliant', 'area', 'manner', 'change', 'reliant', 'year', 'honey', 'region', 'production', 'reliant', 'honey', 'reliant', 'woman', 'merchandise', 'reliant']","['old_age', 'accomplishment', 'mass', 'development', 'government', 'trajectory', 'autopsy', 'vibrant', 'feeling', 'citizen', 'clean', 'crore', 'india', 'motion', 'series', 'involve', 'growth', 'always', 'great', 'undertaking', 'line', 'become', 'party', 'take', 'jeep', 'blitz', 'punch', 'futuristic', 'compare', 'dramatic', 'peripheral', 'project', 'purpose', 'office', 'state', 'foundation', 'last', 'tag', 'execute', 'centre', 'pitch', 'complete', 'master', 'extension', 'captive', 'high', 'improvement', 'believe', 'smart', 'put', 'fly', 'garrison', 'establish']","[1.0, 0.33, 0.25, 0.17, 0.2, 0.11, 0.25, 0.79, 0.33, 0.2, 0.83, 0.33, 0.14, 0.25, 0.17, 0.25, 0.17, 0.97, 0.95, 0.5, 0.17, 1.0, 0.25, 0.25, 0.11, 0.2, 0.14, 0.55, 0.25, 0.4, 0.07, 0.17, 0.12, 0.14, 0.25, 0.2, 0.87, 0.1, 0.25, 0.2, 0.25, 0.33, 0.25, 0.12, 0.26, 0.2, 0.14, 0.17, 0.85, 0.25, 0.1, 0.14, 0.25]"
"['group', 'use', 'degree', 'use', 'government', 'person', 'examination', 'digital', 'life', 'person', 'digital', 'million', 'india', 'use', 'group', 'digital', 'person', 'digital', 'digital', 'work', 'group', 'digital', 'group', 'take', 'train', 'use', 'use', 'digital', 'analyze', 'digital', 'digital', 'take', 'example', 'plant', 'digital', 'group', 'digital', 'narrative', 'digital', 'maharashtra', 'degree', 'change', 'digital', 'group', 'digital', 'district', 'change', 'digital', 'digital', 'digital', 'person', 'station', 'digital']","['old_age', 'accomplishment', 'mass', 'development', 'government', 'trajectory', 'autopsy', 'vibrant', 'feeling', 'citizen', 'clean', 'crore', 'india', 'motion', 'series', 'involve', 'growth', 'always', 'great', 'undertaking', 'line', 'become', 'party', 'take', 'jeep', 'blitz', 'punch', 'futuristic', 'compare', 'dramatic', 'peripheral', 'project', 'purpose', 'office', 'state', 'foundation', 'last', 'tag', 'execute', 'centre', 'pitch', 'complete', 'master', 'extension', 'captive', 'high', 'improvement', 'believe', 'smart', 'put', 'fly', 'garrison', 'establish']","[0.14, 0.2, 0.25, 0.12, 1.0, 0.11, 0.5, 0.92, 0.25, 0.33, 0.8, 0.33, 1.0, 0.17, 0.25, 0.25, 0.17, 0.03, 0.61, 0.5, 0.25, 0.2, 0.25, 1.0, 0.11, 0.2, 0.11, 0.45, 0.5, 0.14, 0.65, 0.2, 0.17, 0.17, 0.25, 0.25, 0.29, 0.12, 0.25, 0.25, 0.25, 0.33, 0.25, 0.14, 0.78, 0.17, 0.33, 0.17, 0.25, 0.25, 0.12, 0.2, 0.25]"
"['curate', 'sheik', 'premier', 'premises', 'convocation', 'museum', 'convocation', 'kernel', 'attempt', 'attempt', 'premises', 'showcase', 'convocation', 'symbol', 'crore', 'symbol', 'premier', 'premises', 'liberation', 'premises', 'convocation', 'contemplation', 'idea', 'attempt', 'convocation', 'premier', 'convocation', 'personality', 'bangladesh', 'convocation', 'convocation', 'premier', 'teach', 'attempt', 'convocation', 'premier', 'attempt', 'premier', 'convocation', 'symbol', 'function', 'relations', 'building', 'premier', 'function', 'symbol', 'convocation', 'convocation', 'convocation', 'personality', 'premier', 'convocation', 'personality']","['curate', 'bangladeshi', 'premier', 'bengal', 'secondary', 'museum', 'cultural', 'counterpart', 'visit', 'education', 'west', 'showcase', 'ancestral', 'memo', 'crore', 'symbol', 'attach_to', 'bengal', 'liberation', 'campus', 'formal', 'understanding', 'feature', 'invitation', 'division', 'keep', 'daily', 'fund', 'kolkata', 'association', 'certain', 'put', 'sign', 'visiting', 'besides', 'conduct', 'war', 'construct', 'stone', 'tax_return', 'autopsy', 'cost', 'necktie', 'schedule', 'undertaking', 'report', 'government', 'likely', 'present', 'night', 'keep', 'foreign', 'personal_business']","[1.0, 0.17, 1.0, 0.2, 0.44, 1.0, 0.83, 0.2, 0.14, 0.33, 0.17, 1.0, 0.92, 0.11, 1.0, 1.0, 0.33, 0.2, 1.0, 0.2, 0.23, 0.17, 0.25, 0.17, 0.12, 0.33, 0.27, 0.11, 0.14, 0.2, 0.42, 0.25, 0.2, 0.12, 0.02, 0.2, 0.17, 0.25, 0.67, 0.12, 0.17, 0.14, 0.12, 0.2, 0.25, 0.14, 0.17, 0.07, 0.51, 0.14, 0.33, 0.3, 0.1]"
"['old_age', 'undertaking', 'unit_of_measurement', 'undertaking', 'state', 'beam', 'undertaking', 'stent', 'employment', 'man', 'stent', 'unit_of_measurement', 'india', 'undertaking', 'people', 'indigenously', 'man', 'stent', 'stent', 'undertaking', 'people', 'become', 'state', 'take', 'stent', 'undertaking', 'undertaking', 'stent', 'indigenously', 'stent', 'stent', 'take', 'example', 'stent', 'indigenously', 'things', 'stent', 'quality', 'indigenously', 'gujarat', 'quality', 'change', 'indigenously', 'unit_of_measurement', 'stent', 'gujarat', 'undertaking', 'indigenously', 'stent', 'put', 'man', 'stent', 'indigenously']","['old_age', 'accomplishment', 'mass', 'development', 'government', 'trajectory', 'autopsy', 'vibrant', 'feeling', 'citizen', 'clean', 'crore', 'india', 'motion', 'series', 'involve', 'growth', 'always', 'great', 'undertaking', 'line', 'become', 'party', 'take', 'jeep', 'blitz', 'punch', 'futuristic', 'compare', 'dramatic', 'peripheral', 'project', 'purpose', 'office', 'state', 'foundation', 'last', 'tag', 'execute', 'centre', 'pitch', 'complete', 'master', 'extension', 'captive', 'high', 'improvement', 'believe', 'smart', 'put', 'fly', 'garrison', 'establish']","[1.0, 0.17, 0.2, 0.11, 0.17, 0.11, 0.2, 0.91, 0.33, 0.2, 0.68, 0.17, 1.0, 0.14, 0.2, 0.25, 0.12, 0.25, 0.48, 1.0, 0.2, 1.0, 0.2, 1.0, 0.08, 0.17, 0.1, 0.63, 0.25, 0.04, 0.37, 0.2, 0.17, 0.1, 0.25, 0.2, 0.77, 0.11, 0.25, 0.25, 0.2, 0.33, 0.25, 0.14, 0.45, 0.14, 0.11, 0.17, 0.96, 1.0, 0.1, 0.1, 0.25]"
"['government', 'challenge', 'region', 'brunt', 'old_age', 'things', 'region', 'tomorrow', 'occupation', 'long', 'problem', 'district', 'occupation', 'region', 'things', 'young_person', 'young_person', 'give', 'young_person', 'young_person', 'young_person', 'government', 'tomorrow', 'challenge', 'young_person', 'occupation', 'young_person', 'region', 'government', 'come', 'long', 'young_person', 'share', 'young_person', 'long', 'change', 'long', 'come', 'come', 'young_person', 'come', 'long', 'brunt', 'long', 'long', 'old_age', 'long', 'long', 'young_person', 'long', 'wind', 'share', 'long', 'long', 'long']","['economy', 'monetary_value', 'oil', 'deficit', 'old_age', 'rates', 'bank', 'budget', 'output', 'help', 'interest', 'india', 'trade', 'petroleum', 'pace', 'fiscal', 'largely', 'give', 'foreign', 'investor', 'initial', 'government', 'cash', 'monetary_value', 'direct', 'boost', 'cardinal', 'growth', 'state', 'zoom', 'yawn', 'wide', 'treasury', 'spoilsport', 'skew', 'saturate', 'saddle', 'poise', 'pass', 'moody', 'glide', 'erode', 'deficit', 'boom', 'accelerate', 'year', 'widen', 'miss', 'militant', 'do', 'pressure', 'funds', 'dump', 'calculate', 'recommend']","[0.14, 0.12, 0.1, 0.11, 1.0, 0.12, 0.17, 0.1, 0.1, 0.25, 0.14, 0.2, 0.14, 0.11, 0.14, 0.21, 0.51, 1.0, 0.68, 0.2, 0.7, 1.0, 0.11, 0.12, 0.12, 0.25, 0.54, 0.14, 0.17, 0.25, 0.25, 0.42, 0.25, 0.2, 0.2, 0.5, 0.2, 0.2, 0.25, 0.14, 0.33, 0.2, 0.11, 0.2, 0.14, 0.25, 0.17, 0.33, 0.79, 0.2, 0.2, 0.33, 0.2, 0.2, 0.14]"
"['put', 'put', 'power', 'institute', 'district', 'production', 'put', 'put', 'district', 'foundation', 'mind', 'power', 'institute', 'medical', 'institute', 'medical', 'foundation', 'medical', 'revival', 'production', 'foundation', 'put', 'power', 'medical', 'power', 'put', 'institute', 'institute', 'target', 'put', 'put', 'put', 'mind', 'collector', 'medical', 'power', 'put', 'put', 'put', 'rock', 'foundation', 'power', 'medical', 'collector', 'collector', 'medical', 'foundation', 'put', 'medical', 'put', 'put', 'power', 'put', 'medical', 'power', 'put', 'put', 'centre', 'put']","['front', 'political', 'periphery', 'party', 'position', 'resistance', 'federal', 'stable', 'post', 'formation', 'idea', 'power', 'alliance', 'reject', 'administration', 'hope', 'politics', 'confront', 'change', 'ceremony', 'mister', 'large', 'alliance', 'front', 'friendship', 'fictional', 'alliance', 'party', 'symbolism', 'politely', 'occasionally', 'ideologically', 'prediction', 'powerhouse', 'perk_up', 'optimism', 'hike', 'appropriately', 'vested', 'shook', 'index', 'despair', 'specify', 'supporter', 'opposition', 'miss', 'combination', 'alternate', 'bite', 'dominant', 'high', 'enthusiasm', 'normally', 'regenerate', 'appearance', 'frequently', 'acrimonious', 'bengal', 'many']","[0.59, 0.31, 0.14, 0.25, 0.2, 0.25, 1.0, 0.65, 0.17, 0.17, 0.25, 1.0, 0.25, 0.2, 0.17, 0.2, 0.25, 0.2, 0.25, 0.17, 0.12, 0.83, 0.14, 0.2, 0.17, 0.52, 0.25, 0.25, 0.17, 0.79, 0.42, 0.95, 0.14, 0.25, 0.14, 0.14, 0.25, 0.5, 0.7, 0.11, 0.12, 0.17, 0.25, 0.25, 0.25, 0.33, 0.17, 0.38, 0.2, 0.54, 0.04, 0.17, 0.69, 0.2, 0.33, 0.68, 0.35, 0.25, 0.17]"
"['keynote', 'jakarta', 'jakarta', 'dialogue', 'premier', 'visit', 'mahabharata', 'curate', 'curate', 'june', 'likely', 'cardinal', 'plan', 'plan', 'agreement', 'cardinal', 'sign', 'invite', 'cardinal', 'sector', 'visit', 'space', 'highlight', 'cooperation', 'plan', 'highlight', 'sector', 'space', 'state', 'negotiation', 'bilateral', 'visit', 'cemetery', 'cooperation', 'space', 'president', 'defense_mechanism', 'plan', 'visit', 'visit', 'businessmen', 'cardinal', 'besides', 'space', 'university', 'cooperation', 'cardinal', 'cooperation', 'cooperation', 'indian', 'subject', 'agenda', 'cooperation', 'visit', 'highlight', 'visit', 'visit', 'interaction', 'subject', 'cardinal']","['keynote', 'singapore', 'indonesia', 'dialogue', 'premier', 'visit', 'address', 'curate', 'official', 'june', 'likely', 'cardinal', 'doctrine', 'idea', 'agreement', 'give', 'sign', 'invite', 'state', 'sector', 'first', 'opportunity', 'share', 'autopsy', 'policy', 'east', 'sector', 'peace', 'state', 'negotiation', 'bilateral', 'external', 'region', 'clasp', 'personal_business', 'secretary', 'defense_mechanism', 'issue', 'assorted', 'second', 'ministry', 'add', 'besides', 'security', 'leadership', 'time', 'include', 'election', 'election', 'indian', 'update', 'agenda', 'chirrup', 'parliamentary', 'seating', 'up-to-the-minute', 'general', 'get', 'news', 'populate']","[1.0, 0.33, 0.14, 1.0, 1.0, 1.0, 0.12, 1.0, 0.12, 1.0, 1.0, 1.0, 0.2, 0.5, 1.0, 0.33, 1.0, 1.0, 0.25, 1.0, 0.2, 0.17, 0.14, 0.12, 0.33, 0.11, 1.0, 0.2, 1.0, 1.0, 1.0, 0.36, 0.14, 0.14, 0.1, 0.17, 1.0, 0.25, 0.27, 0.58, 0.25, 0.17, 1.0, 0.17, 0.33, 0.17, 0.33, 0.25, 0.25, 1.0, 0.2, 1.0, 0.17, 0.89, 0.14, 0.85, 0.67, 0.11, 0.25, 0.25]"
"['registration', 'easy', 'business', 'business', 'employment', 'transformation', 'easy', 'old_age', 'india', 'easy', 'transformation', 'stakeholder', 'old_age', 'ease', 'record', 'registration', 'stakeholder', 'easy', 'business', 'india', 'registration', 'easy', 'easy', 'transformation', 'business', 'easy', 'business', 'state', 'stakeholder', 'transformation', 'transformation', 'ease', 'stakeholder', 'easy', 'besides', 'business', 'registration', 'easy', 'economy', 'registration', 'ease', 'business', 'stakeholder', 'one', 'easy', 'business', 'business', 'business', 'business', 'stakeholder']","['accomplishment', 'plan', 'government', 'conference', 'imperativeness', 'political_campaign', 'foreground', 'old_age', 'city', 'plan', 'meet', 'fascist', 'june', 'mark', 'poster', 'clasp', 'prima_donna', 'focus_on', 'government', 'front', 'failure', 'betray', 'destroy', 'celebration', 'corrupt', 'curse', 'english', 'state', 'counter', 'defeat', 'event', 'day', 'hand', 'describe', 'besides', 'fourth', 'protest', 'let_go_of', 'series', 'autopsy', 'policy', 'regional', 'launch', 'one-third', 'state', 'premier', 'likely', 'cardinal', 'least', 'medium']","[0.2, 0.25, 0.2, 0.14, 0.14, 0.12, 0.08, 1.0, 0.17, 0.25, 0.12, 0.14, 0.17, 0.08, 0.17, 0.11, 0.11, 0.25, 0.2, 0.08, 0.14, 0.11, 0.25, 0.14, 0.91, 0.25, 0.48, 1.0, 0.08, 0.2, 0.25, 0.14, 0.09, 0.09, 1.0, 0.46, 0.12, 0.33, 0.17, 0.1, 0.09, 0.08, 0.07, 0.1, 0.25, 0.49, 0.77, 0.15, 0.88, 0.11]"
