ID,dd_ndtv_cent,dd_tn_cent,dd_ndtv_emo,dd_tn_emo,dd_ndtv_emotion_score,dd_times_emotion_score,,,dd weighted attention,times weighted attention,ndtv weighted attention
69,0.24558642,0.178666667,0.524728583,0.271339,"{'sadness': 0.8963238333333333, 'joy': 0.17609741666666665, 'fear': 0.45227458333333326, 'disgust': 0.1742928333333333, 'anger': 0.92465425}","{'sadness': 0.32108533333333333, 'joy': 0.34124283333333333, 'fear': 0.24264033333333332, 'disgust': 0.03388599999999999, 'anger': 0.41784049999999995}",,,0,0,0
70,0.169882806,0.156199678,0.139884642,0.153978908,"{'sadness': 0.20504633333333339, 'joy': 0.113307875, 'fear': 0.08922879166666667, 'disgust': 0.12578733333333342, 'anger': 0.16605287499999993}","{'sadness': 0.13469983333333346, 'joy': 0.149293625, 'fear': 0.09707329166666667, 'disgust': 0.11392066666666667, 'anger': 0.27490712500000003}",,,0,0,0
71,0.067093685,0.068910256,0.517056967,0.801977925,"{'sadness': 0.6160124999999999, 'joy': 0.9172158333333333, 'fear': 0.18794816666666667, 'disgust': 0.4244863333333334, 'anger': 0.439622}","{'sadness': 0.9614007499999999, 'joy': 0.9382062500000001, 'fear': 0.595805125, 'disgust': 0.675052625, 'anger': 0.8394248750000001}",,,0,0,0
72,0.236032389,0.18778125,0.496146748,0.855155483,"{'sadness': 0.6635194166666665, 'joy': 0.370810079059829, 'fear': 0.2293805, 'disgust': 0.6339314764957265, 'anger': 0.5830922692307692}","{'sadness': 0.8985404166666666, 'joy': 0.9860521666666667, 'fear': 1.2390140833333332, 'disgust': 0.42352291666666664, 'anger': 0.7286478333333333}",,,0,0,0
74,0.226970203,0.049441786,0.552967333,0.2403546,"{'sadness': 1.756978666666667, 'joy': 0.3142641666666667, 'fear': 0.4852371666666666, 'disgust': 0.08098, 'anger': 0.1273766666666667}","{'sadness': 0.46281400000000006, 'joy': 0.44790466666666673, 'fear': 0.08372916666666666, 'disgust': 0.030832833333333337, 'anger': 0.17649233333333336}",,,0,0,0.028404251
75,0.105137823,0.345714534,0.339879195,0.396737,"{'sadness': 0.1581972833333333, 'joy': 0.5971928916666667, 'fear': 0.08754458333333333, 'disgust': 0.6516905333333334, 'anger': 0.20477068333333334}","{'sadness': 0.1467066333333333, 'joy': 0.8725628166666668, 'fear': 0.1502780833333333, 'disgust': 0.6244307833333334, 'anger': 0.18970668333333335}",,,0,0,0
76,0.04327364,0.106999269,0.399685631,0.038476033,"{'sadness': 1.1147942555194805, 'joy': 0.15589254123376622, 'fear': 0.042354174891774815, 'disgust': 0.35796505173160176, 'anger': 0.3274221333333333}","{'sadness': 0.0692672666666666, 'joy': 0.015734733333333327, 'fear': 0.02994781666666667, 'disgust': 0.014809050000000004, 'anger': 0.06262129999999999}",,,0.215095413,0.176084147,0.129197116
77,0.239057239,0.106238185,0.701061817,0.770114275,"{'sadness': 0.6056069166666667, 'joy': 0.2517723333333333, 'fear': 1.4025854166666667, 'disgust': 0.2246655833333333, 'anger': 1.0206788333333332}","{'sadness': 0.8224945, 'joy': 0.23198191666666673, 'fear': 1.164612625, 'disgust': 0.5194895, 'anger': 1.1119928333333333}",,,0,0,0
78,0.245122081,0.277737115,0.317441742,0.253423772,"{'sadness': 0.2207313194444444, 'joy': 0.3628218680555555, 'fear': 0.3538802291666667, 'disgust': 0.49004516666666664, 'anger': 0.159730125}","{'sadness': 0.2072649166666667, 'joy': 0.31155780555555557, 'fear': 0.06920122222222225, 'disgust': 0.49130700000000005, 'anger': 0.18778791666666667}",,,0,0,0
79,0.172383053,0.321147262,0.112968675,0.122273033,"{'sadness': 0.14302333333333334, 'joy': 0.14883491666666654, 'fear': 0.07997691666666666, 'disgust': 0.13427812500000003, 'anger': 0.05873008333333332}","{'sadness': 0.16282049999999998, 'joy': 0.21070850000000008, 'fear': 0.05293883333333334, 'disgust': 0.15337933333333337, 'anger': 0.031518000000000004}",,,0,0,0
80,0.113510853,0.165750639,0.4144348,0.518577321,"{'sadness': 0.4353758888888889, 'joy': 0.9718608333333333, 'fear': 0.1430592222222222, 'disgust': 0.38928805555555557, 'anger': 0.13258999999999999}","{'sadness': 0.5208398333333333, 'joy': 0.9987406458333332, 'fear': 0.29283895833333334, 'disgust': 0.5724369583333333, 'anger': 0.20803020833333336}",,,0,0.057079468,0
81,0,0.083272662,0.255488786,0.31985423,"{'sadness': 0.4153083928571428, 'joy': 0.01716349999999997, 'fear': 0.09307901785714287, 'disgust': 0.41449333928571425, 'anger': 0.3373996785714285}","{'sadness': 0.12114998214285716, 'joy': 0.26853904166666664, 'fear': 0.3252416071428571, 'disgust': 0.5962247142857144, 'anger': 0.28811580357142863}",,,0,0,0
82,0.232011885,0.237301587,0.674143678,0.70070565,"{'sadness': 0.6744676944444444, 'joy': 0.2838206111111111, 'fear': 0.9731084722222222, 'disgust': 1.0100455277777776, 'anger': 0.42927608333333334}","{'sadness': 0.3733381666666667, 'joy': 0.7709225833333333, 'fear': 1.1300283333333334, 'disgust': 0.7885091666666666, 'anger': 0.44072999999999996}",,,0,0,0
83,0.285440684,0.124168724,0.434529456,0.6778672,"{'sadness': 0.6006396666666666, 'joy': 0.3868033333333334, 'fear': 0.10937030555555555, 'disgust': 0.7972221666666667, 'anger': 0.27861180555555565}","{'sadness': 0.9231483333333332, 'joy': 0.5946074166666666, 'fear': 0.4781994166666666, 'disgust': 0.5167128333333333, 'anger': 0.876668}",,,0,0,0
84,0.706552707,0.377224281,0.1528851,0.435114683,"{'sadness': 0.21765000000000004, 'joy': 0.19820449999999995, 'fear': 0.024861999999999995, 'disgust': 0.2809195, 'anger': 0.04278950000000001}","{'sadness': 0.4648213333333333, 'joy': 0.5742695833333333, 'fear': 0.13339233333333333, 'disgust': 0.83281725, 'anger': 0.17027291666666666}",,,0,0,0
85,0.234848485,0.684438984,0.651879822,0.111601933,"{'sadness': 0.5182087222222223, 'joy': 0.9324907777777777, 'fear': 0.29284227777777777, 'disgust': 0.6104013333333334, 'anger': 0.9054559999999999}","{'sadness': 0.18762933333333323, 'joy': 0.04942633333333335, 'fear': 0.07980833333333334, 'disgust': 0.1360073333333333, 'anger': 0.10513833333333333}",,,0.075344941,0.186262321,0.30937435
86,0.229467737,0.210526316,0.184091295,0.172848705,"{'sadness': 0.13994215340909094, 'joy': 0.3424852670454546, 'fear': 0.0562890909090909, 'disgust': 0.24709360227272725, 'anger': 0.13464636363636365}","{'sadness': 0.1802479090909091, 'joy': 0.3981742954545454, 'fear': 0.0773509090909091, 'disgust': 0.12396827272727272, 'anger': 0.08450213636363635}",,,0,0,0
87,0.196048763,0.564285714,0.13007489,0.1263063,"{'sadness': 0.13186546666666665, 'joy': 0.18730188333333336, 'fear': 0.06789921666666669, 'disgust': 0.1118981, 'anger': 0.15140978333333333}","{'sadness': 0.20793416666666664, 'joy': 0.0879091666666667, 'fear': 0.04114633333333335, 'disgust': 0.08244549999999999, 'anger': 0.21209633333333336}",,,0,0,0
88,0.140227347,0.03908046,0.227692565,0.0666504,"{'sadness': 0.41561633333333325, 'joy': 0.3496295674603175, 'fear': 0.06414307936507938, 'disgust': 0.1799054841269841, 'anger': 0.12916836111111113}","{'sadness': 0.11439294444444442, 'joy': 0.09597388888888891, 'fear': 0.0004422777777777845, 'disgust': 0.0961601111111111, 'anger': 0.02628277777777778}",,,0.394924077,0,0.240025338
89,0.097574254,0.077267371,0.830961333,0.995300893,"{'sadness': 0.8287493333333337, 'joy': 0.8607195000000001, 'fear': 0.20848750000000005, 'disgust': 0.603671, 'anger': 1.6531793333333333}","{'sadness': 1.8431120166666668, 'joy': 1.1267339666666667, 'fear': 0.45546024999999996, 'disgust': 0.5527859500000001, 'anger': 0.9984122833333333}",,,0,0,0
90,0.266066245,0.491987179,0.44340423,0.21279722,"{'sadness': 0.38642095000000004, 'joy': 0.8173299000000003, 'fear': 0.36035235, 'disgust': 0.37547070000000005, 'anger': 0.27744725000000003}","{'sadness': 0.1764087, 'joy': 0.5162333000000001, 'fear': 0.04037140000000001, 'disgust': 0.041524599999999995, 'anger': 0.2894481}",,,0.340810624,0,0.062043734
91,0.202006453,0.169642267,0.324054185,0.261008206,"{'sadness': 0.6745923216931217, 'joy': 0.4480869529100528, 'fear': 0.14825279417989423, 'disgust': 0.29031227460317455, 'anger': 0.05902658253968254}","{'sadness': 0.5379731309523808, 'joy': 0.24082692857142848, 'fear': 0.03387842857142857, 'disgust': 0.2226202142857143, 'anger': 0.2697423273809525}",,,0,0,0
92,0.018846972,0.119791667,0.2126979,0.2910917,"{'sadness': 0.30955125, 'joy': 0.13762224999999995, 'fear': 0.05577675, 'disgust': 0.12365275, 'anger': 0.43688649999999996}","{'sadness': 0.6305138333333333, 'joy': 0.16331150000000005, 'fear': 0.1620845, 'disgust': 0.148202, 'anger': 0.35134666666666664}",,,0,0,0
93,0.293166383,0.319871281,0.505505617,0.381691298,"{'sadness': 0.7077495000000001, 'joy': 1.0609050380952383, 'fear': 0.10850490952380953, 'disgust': 0.3478185047619048, 'anger': 0.3025501333333333}","{'sadness': 0.3495717380952381, 'joy': 1.0810335857142859, 'fear': 0.0666161476190476, 'disgust': 0.23040550476190474, 'anger': 0.18082951428571428}",,,0.154910991,0,0
94,0.221230745,0.26062965,0.416056159,0.462510828,"{'sadness': 0.531879411111111, 'joy': 0.2697082388888889, 'fear': 0.7131430222222223, 'disgust': 0.24451291666666664, 'anger': 0.3210372055555556}","{'sadness': 1.0758324833333333, 'joy': 0.08554740000000004, 'fear': 0.709989325, 'disgust': 0.11480436666666664, 'anger': 0.32638056666666665}",,,0.018602682,0,0
95,0.176719577,0.126035101,0.323048267,0.54696595,"{'sadness': 0.35417850000000006, 'joy': 0.4534583333333334, 'fear': 0.1836241666666667, 'disgust': 0.12859933333333337, 'anger': 0.4953810000000001}","{'sadness': 0.5358265, 'joy': 0.6644637499999999, 'fear': 0.38350125000000007, 'disgust': 0.2869325, 'anger': 0.86410575}",,,0,0,0
96,0.261718021,0.213673618,0.105899533,0.307792467,"{'sadness': 0.18619783333333334, 'joy': 0.2762326666666666, 'fear': 0.010749500000000002, 'disgust': 0.04600966666666666, 'anger': 0.010308000000000025}","{'sadness': 0.19425950000000003, 'joy': 0.339338375, 'fear': 0.122833875, 'disgust': 0.8497506666666665, 'anger': 0.03277991666666667}",,,0,0,0
97,0.081857814,0,0.706493611,0,"{'sadness': 0.49688267222222215, 'joy': 1.3398021111111111, 'fear': 0.3044089944444444, 'disgust': 1.1673139583333334, 'anger': 0.2240603194444445}",0,,,0,0,0.008076604
98,0.259230593,0.307040998,0.461475617,0.112894,"{'sadness': 0.38026799999999994, 'joy': 0.44128141666666665, 'fear': 0.7799942499999999, 'disgust': 0.18683400000000003, 'anger': 0.5190004166666666}","{'sadness': 0.14871049999999997, 'joy': 0.0949015, 'fear': 0.06674599999999997, 'disgust': 0.05959150000000002, 'anger': 0.19452049999999999}",,,0,0,0
99,0,0.334126984,0.450807625,0.596240683,"{'sadness': 0.7398197500000001, 'joy': 0.02999175, 'fear': 0.87899125, 'disgust': 0.38713362500000004, 'anger': 0.21810175000000015}","{'sadness': 1.0365752500000003, 'joy': 0.18499175, 'fear': 0.5876438333333334, 'disgust': 0.6202261666666667, 'anger': 0.5517664166666667}",,,0,0,0
100,0.132927598,0.307016678,0.422992269,0.20112888,"{'sadness': 0.5786835333333333, 'joy': 1.0051467777777778, 'fear': 0.2988046111111111, 'disgust': 0.06540843333333334, 'anger': 0.16691798888888887}","{'sadness': 0.24610110000000007, 'joy': 0.40572010000000003, 'fear': 0.24158929999999995, 'disgust': 0.07567189999999999, 'anger': 0.036562000000000004}",,,0.074787184,0,0.245455086
